text,class,mpr
"The lacklustre pace of business spending has been assumed to reflect mostly cyclical factors, such as slower growth of global demand and heightened uncertainty.",1,2016-07-13
But the weakness could also signal that demographic forces or some other structural factors are more relevant than previously estimated.,2,2016-07-13
Such factors would suggest a dimmer outlook for non-resource business investment in Canada than presented in the base-case projection.,2,2016-07-13
"Weaker business investment would also reduce capital deepening and lower potential output, partially mitigating the disinflationary effect of weaker demand.",1,2016-07-13
"Household spending is expected to grow moderately over the projection horizon, but a number of circumstances could lead to less robust spending than anticipated.",2,2016-07-13
Consumer sentiment remains lacklustre in the energy-producing provinces.,1,2016-07-13
"At the same time, because households have become more indebted, their spending may be more sensitive to adverse shocks.",1,2016-07-13
"Recent housing market developments, particularly in Vancouver and Toronto and adjacent areas have exacerbated vulnerabilities in the household sector, increasing the likelihood and severity of a retrenchment in consumption should a house price correction occur.",2,2016-07-13
"Strengthening demand, as well as supply constraints, could contribute to higher oil prices, although ongoing cost-cutting initiatives and technological advances would limit this upside potential.",2,2016-07-13
"Growth in demand for gasoline has been robust in many major economies, especially the United States, suggesting that demand for oil may increase faster than expected.",2,2016-07-13
"At the same time, persistently low investment in new oil projects since 2014 has significantly reduced prospects for supply growth.",2,2016-07-13
"Shale oil production in the United States has declined substantially, and conventional oil production in other non-OPEC countries, including Canada, has been decreasing.",2,2016-07-13
"Future production capacity may not be sufficient to meet demand, putting upward pressure on prices.",2,2016-07-13
"Higher-than-expected oil prices would contribute to an improvement in Canada's terms of trade, providing a positive boost to wealth and household spending in Canada.",3,2016-07-13
"Slower growth in EMEs is a downside risk, particularly in those that hold high levels of foreign-currency-denominated debt and in commodity exporters facing fiscal and other pressures.",1,2016-07-13
"In China, increased emphasis by the authorities on short-term growth is contributing to a further buildup of financial imbalances.",2,2016-07-13
"Slower growth in EMEs could affect Canada through several channels, including lower commodity prices, weaker export sales, increased uncertainty and financial market volatility.",1,2016-07-13
The downward revisions to the April Report's projection of potential GDP growth in the United States could reflect an overly conservative interpretation of labour market and productivity trends.,1,2016-07-13
Productivity in the United States may rise more than expected if the persistent weakness in US growth includes a larger-than-estimated cyclical element.,2,2016-07-13
"In particular, the ongoing recovery could lead to an acceleration in the rate of firm creation and more technological innovation.",2,2016-07-13
